tournament,date,series,court,surface,round,best of,player_1,player_2,winner,rank_1,rank_2,pts_1,pts_2,odd_1,odd_2,score
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Raonic M.,Raonic M.,28,30,1359,1350,2.37,1.53,3-6 5-7
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Sandgren T.,Auger-Aliassime F.,Sandgren T.,55,20,923,1771,3,1.36,6-7 6-2 7-6
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Khachanov K.,Khachanov K.,25,16,1500,2120,2.2,1.61,6-7 1-6
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Millman J.,Isner J.,21,43,1760,1071,1.44,2.62,4-6 7-6 7-6
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Opelka R.,Opelka R.,13,39,2265,1177,1.8,1.95,3-6 6-7
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Shapovalov D.,Struff J.L.,34,17,1315,2075,2.37,1.53,7-6 3-6 6-4
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Bautista Agut R.,Bautista Agut R.,50,12,985,2360,2.5,1.5,5-7 1-6
Western & Southern Financial Group Masters,8/24/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Zverev A.,Murray A.,134,7,412,3630,2.62,1.44,6-3 3-6 7-5
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Berrettini M.,Berrettini M.,100,8,584,2860,3.75,1.25,4-6 7-6 5-7
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,Dimitrov G.,Fucsovics M.,84,19,692,1850,1.8,1.95,7-5 4-6 6-2
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Thiem D.,Krajinovic F.,Krajinovic F.,3,32,7045,1343,1.16,5,2-6 1-6
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Berankis R.,Djokovic N.,1,72,10220,739,1.07,9,7-6 6-4
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Bedene A.,Medvedev D.,Medvedev D.,61,5,850,5890,4.33,1.2,3-6 3-6
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Struff J.L.,Goffin D.,Struff J.L.,34,10,1315,2555,2.2,1.61,6-4 3-6 6-4
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Bautista Agut R.,Bautista Agut R.,16,12,2120,2360,2.25,1.57,6-4 3-6 2-6
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Sandgren T.,Djokovic N.,1,55,10220,923,1.16,5,6-2 6-4
Western & Southern Financial Group Masters,8/25/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Berrettini M.,Opelka R.,Opelka R.,8,39,2860,1177,1.53,2.37,3-6 6-7
Western & Southern Financial Group Masters,8/26/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Murray A.,Raonic M.,30,134,1350,412,1.53,2.37,6-2 6-2
Western & Southern Financial Group Masters,8/26/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Tsitsipas S.,Tsitsipas S.,21,6,1760,4745,3.5,1.28,6-7 6-7
Western & Southern Financial Group Masters,8/26/2020,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Fucsovics M.,Krajinovic F.,32,84,1343,692,1.53,2.5,6-2 6-1
Western & Southern Financial Group Masters,8/26/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Bautista Agut R.,Bautista Agut R.,5,12,5890,2360,1.4,3,6-1 4-6 3-6
Western & Southern Financial Group Masters,8/26/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Struff J.L.,Djokovic N.,1,34,10220,1315,1.14,5.5,6-3 6-1
Western & Southern Financial Group Masters,8/27/2020,Masters 1000,Outdoor,Hard,Quarterfinals,3,Krajinovic F.,Raonic M.,Raonic M.,32,30,1343,1350,2.75,1.44,6-4 6-7 5-7
Western & Southern Financial Group Masters,8/28/2020,Masters 1000,Outdoor,Hard,Semifinals,3,Raonic M.,Tsitsipas S.,Raonic M.,30,6,1350,4745,2.37,1.57,7-6 6-3
Western & Southern Financial Group Masters,8/28/2020,Masters 1000,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,Djokovic N.,12,1,2360,10220,4.5,1.2,6-4 4-6 6-7
Western & Southern Financial Group Masters,8/29/2020,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Raonic M.,Djokovic N.,1,30,10220,1350,1.36,3.2,1-6 6-3 6-4
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Travaglia S.,Thompson J.,63,87,829,684,1.53,2.5,6-3 6-4 4-6 6-2
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Coric B.,Coric B.,56,32,942,1355,6.5,1.11,5-7 3-6 1-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Novak D.,Davidovich Fokina A.,99,85,627,695,2.62,1.5,3-6 6-4 6-3 1-6 6-0
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Gerasimov E.,Gerasimov E.,24,72,1695,744,1.66,2.2,1-6 6-4 4-6 4-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,Donskoy E.,Londero J.I.,62,114,832,505,1.57,2.37,6-3 6-3 7-5
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Norrie C.,Norrie C.,13,76,2265,727,1.3,3.5,6-3 6-4 2-6 1-6 5-7
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Korda S.,Shapovalov D.,17,205,2075,252,1.11,6.5,6-4 4-6 6-3 6-2
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Mannarino A.,Mannarino A.,46,39,1030,1191,2.2,1.66,1-6 4-6 6-2 3-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Anderson K.,Zverev A.,7,117,3630,490,1.33,3.4,7-6 5-7 6-3 7-5
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Uchiyama Y.,Carreno Busta P.,Carreno Busta P.,86,27,685,1500,5,1.16,6-4 3-6 6-1 3-6 3-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Cuevas P.,Sock J.,389,61,95,857,1.57,2.37,3-6 6-4 6-2 4-6 7-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Hurkacz H.,Hurkacz H.,127,33,444,1353,4.33,1.22,3-6 4-6 4-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Safwat M.,Simon G.,52,135,970,407,1.2,4.5,6-1 6-4 6-4
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Sousa P.,Krueger M.,Krueger M.,110,198,522,264,5,1.16,6-3 2-6 5-7 3-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nakashima B.,Lorenzi P.,Nakashima B.,223,125,229,447,1.2,4.5,6-3 6-2 7-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Tsitsipas S.,Tsitsipas S.,41,6,1130,5095,19,1.02,2-6 1-6 1-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Cressy M.,Kovalik J.,Cressy M.,168,123,320,452,1.57,2.37,6-1 2-6 6-4 6-4
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Fritz T.,Fritz T.,91,25,652,1545,4.5,1.2,7-6 3-6 2-6 4-6
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Polmans M.,Giron M.,96,121,639,462,1.28,3.75,6-4 6-7 3-6 6-4 6-2
US Open,8/31/2020,Grand Slam,Outdoor,Hard,1st Round,5,Balazs A.,Kukushkin M.,Kukushkin M.,78,90,715,661,3,1.4,4-6 5-7 4-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kwon S.W.,Kwiatkowski T.S.,Kwon S.W.,73,187,742,281,1.36,3.2,3-6 7-6 6-1 6-2
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gaio F.,Berankis R.,Berankis R.,132,65,423,809,4.5,1.2,6-7 6-4 4-6 4-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Bublik A.,Edmund K.,44,54,1050,965,1.3,3.5,2-6 7-5 7-5 6-0
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Johnson S.,Johnson S.,22,64,1805,825,1.33,3.4,7-6 3-6 7-6 3-6 6-7
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Opelka R.,Goffin D.,10,35,2555,1312,1.57,2.37,7-6 3-6 6-1 6-4
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Krajinovic F.,Krajinovic F.,71,26,759,1503,6,1.12,2-6 6-7 3-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Cecchinato M.,Harris L.,95,108,641,526,1.2,4.5,6-4 7-5 6-2
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Djokovic N.,Djokovic N.,109,1,524,10860,26,1.01,1-6 4-6 1-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Martinez P.,Struff J.L.,29,106,1405,546,1.12,6,6-0 7-5 6-4
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Blanch U.,Garin C.,Garin C.,244,19,207,1900,3.2,1.36,6-4 7-5 4-6 4-6 2-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Sousa J.,Mmoh M.,186,68,281,776,1.72,2.1,6-2 7-5 2-6 6-1
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Kuznetsov An.,Kuznetsov An.,45,34,1045,1527,1.12,6,4-6 6-7 2-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Nishioka Y.,Murray A.,115,49,502,1007,1.4,3,4-6 4-6 7-6 7-6 6-4
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Ruud C.,Ruud C.,243,37,207,1279,2.37,1.57,6-4 6-4 4-6 3-6 2-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Klahn B.,Nagal S.,124,129,448,436,2.62,1.5,6-1 6-3 3-6 6-1
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Ruusuvuori E.,Ruusuvuori E.,53,92,965,648,1.8,2,3-6 6-3 1-6 6-4 1-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Sinner J.,Khachanov K.,16,74,2120,733,1.57,2.37,3-6 6-7 6-2 6-0 7-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Auger-Aliassime F.,Auger-Aliassime F.,83,21,700,1806,8,1.08,3-6 7-6 6-7 6-7
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Kudla D.,Cilic M.,38,111,1225,521,1.3,3.5,6-7 3-6 7-5 7-5 6-3
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Rublev A.,Rublev A.,60,14,860,2234,6,1.12,4-6 4-6 3-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Daniel T.,Barrere G.,93,112,647,511,1.44,2.75,6-3 6-4 3-6 6-1
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Gombos N.,Gombos N.,70,104,772,550,3,1.4,4-6 1-6 4-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Seyboth Wild T.,Evans D.,31,113,1384,507,1.12,6,6-2 6-1 7-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Pospisil V.,Pospisil V.,75,94,729,642,2.3,1.61,6-7 5-7 6-7
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Wolf J.J.,Pella G.,Wolf J.J.,138,36,402,1310,1.57,2.37,6-2 0-6 6-3 6-3
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Carballes Baena R.,Carballes Baena R.,57,101,908,614,1.44,2.75,6-3 6-7 4-6 3-6
US Open,9/1/2020,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Sandgren T.,Bautista Agut R.,11,48,2540,1013,1.16,5,6-4 6-4 7-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Mager G.,Kecmanovic M.,Kecmanovic M.,80,47,711,1028,5,1.16,4-6 4-6 7-6 6-3 2-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Mayer L.,Raonic M.,18,120,1950,464,1.05,11,6-3 6-2 6-3
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Moutet C.,Moutet C.,67,77,785,722,2.1,1.72,4-6 4-6 5-7
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Paul T.,Dimitrov G.,20,58,1885,894,1.53,2.5,6-4 6-3 6-1
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,O Connell C.,O Connell C.,81,116,705,498,2.37,1.57,6-4 4-6 6-7 4-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Dellien H.,Fucsovics M.,66,97,787,638,1.05,11,6-3 6-3 6-1
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Escobedo E.,Escobedo E.,107,185,532,284,1.44,2.75,6-7 2-6 3-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Karlovic I.,Gasquet R.,51,126,985,444,1.12,6,7-6 7-6 6-1
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Tiafoe F.,Tiafoe F.,89,82,671,700,2.37,1.57,6-4 3-6 4-6 5-7
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Martin A.,De Minaur A.,28,98,1485,638,1.06,10,6-4 6-3 7-5
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Berrettini M.,Berrettini M.,119,8,480,2940,15,1.03,6-7 1-6 4-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Caruso S.,Duckworth J.,Caruso S.,100,84,623,697,1.5,2.62,4-6 7-5 7-5 6-2
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Millman J.,Millman J.,30,43,1395,1096,3.5,1.3,1-6 4-6 4-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Sugita Y.,Humbert U.,42,88,1111,682,1.25,4,6-3 6-4 6-3
US Open,9/2/2020,Grand Slam,Outdoor,Hard,1st Round,5,Delbonis F.,Medvedev D.,Medvedev D.,79,5,711,5890,17,1.02,1-6 2-6 4-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Krajinovic F.,Giron M.,Krajinovic F.,26,96,1503,639,1.1,7,6-4 6-1 6-3
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Garin C.,Kukushkin M.,Kukushkin M.,19,90,1900,661,1.8,2,2-6 1-6 6-3 6-4 5-7
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Nakashima B.,Zverev A.,7,223,3630,229,1.2,4.5,7-5 6-7 6-3 6-1
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Gerasimov E.,Thompson J.,Thompson J.,72,63,744,829,2.1,1.72,1-6 4-6 6-3 3-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Harris L.,Goffin D.,10,95,2555,641,1.16,5,7-6 4-6 6-1 6-4
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Mmoh M.,Struff J.L.,Struff J.L.,186,29,281,1405,5,1.16,2-6 2-6 5-7
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Edmund K.,Djokovic N.,1,44,10860,1050,1.03,15,6-7 6-3 6-4 6-2
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Sock J.,Mannarino A.,Mannarino A.,389,39,95,1191,2.75,1.44,6-7 5-7 2-6
US Open,9/2/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Davidovich Fokina A.,Hurkacz H.,Davidovich Fokina A.,99,33,627,1353,5,1.16,6-4 1-6 6-2 6-2
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Coria F.,Norrie C.,Norrie C.,103,76,569,727,11,1.05,3-6 4-6 4-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Krueger M.,Carreno Busta P.,27,198,1500,264,1.12,6,6-1 6-2 6-2
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Simon G.,Fritz T.,Fritz T.,52,25,970,1545,2.62,1.5,5-7 3-6 2-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Coric B.,Londero J.I.,Coric B.,32,62,1355,832,1.22,4.33,7-5 4-6 6-7 6-2 6-3
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Johnson S.,Berankis R.,Berankis R.,64,65,825,809,1.72,2.1,5-7 2-6 6-1 6-7
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Kwon S.W.,Shapovalov D.,17,73,2075,742,1.22,4.33,6-7 6-4 6-4 6-2
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Cressy M.,Tsitsipas S.,Tsitsipas S.,168,6,320,5095,23,1.01,6-7 3-6 4-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Bautista Agut R.,Kecmanovic M.,Bautista Agut R.,11,47,2540,1028,1.12,6,6-3 3-6 6-3 6-4
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Gasquet R.,De Minaur A.,De Minaur A.,51,28,985,1485,3.5,1.3,4-6 3-6 7-6 5-7
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Khachanov K.,Kuznetsov An.,Khachanov K.,16,34,2120,1527,1.25,4,6-3 6-4 6-1
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Gombos N.,Cilic M.,Cilic M.,104,38,550,1225,3.5,1.3,3-6 6-1 6-7 5-7
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Barrere G.,Rublev A.,14,93,2234,647,1.1,7,6-2 6-4 7-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Escobedo E.,Caruso S.,Caruso S.,185,100,284,623,1.9,1.9,6-3 4-6 3-6 4-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Pospisil V.,Raonic M.,Pospisil V.,94,18,642,1950,5.5,1.14,6-7 6-3 7-6 6-3
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Nagal S.,Thiem D.,Thiem D.,124,3,448,7135,13,1.04,3-6 3-6 2-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Wolf J.J.,Carballes Baena R.,Wolf J.J.,138,101,402,614,1.28,3.75,6-2 6-4 6-3
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Fucsovics M.,Fucsovics M.,20,66,1885,787,1.57,2.37,7-6 6-7 6-3 4-6 1-6
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Tiafoe F.,Millman J.,Tiafoe F.,82,43,700,1096,2.5,1.53,7-6 3-6 1-6 6-3 6-3
US Open,9/3/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Humbert U.,Berrettini M.,Berrettini M.,42,8,1111,2940,3,1.4,4-6 4-6 6-7
US Open,9/4/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,O Connell C.,Medvedev D.,5,116,5890,498,1.01,23,6-3 6-2 6-4
US Open,9/4/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Murray A.,Auger-Aliassime F.,Auger-Aliassime F.,115,21,502,1806,2.5,1.53,2-6 3-6 4-6
US Open,9/4/2020,Grand Slam,Outdoor,Hard,2nd Round,5,Moutet C.,Evans D.,Moutet C.,77,31,722,1384,2.62,1.5,4-6 6-3 7-6 7-6
US Open,9/4/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Norrie C.,Davidovich Fokina A.,Davidovich Fokina A.,76,99,727,627,1.44,2.75,6-7 6-4 2-6 1-6
US Open,9/4/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,Krajinovic F.,Goffin D.,10,26,2555,1503,2.5,1.53,6-1 7-6 6-4
US Open,9/4/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Kukushkin M.,Thompson J.,Thompson J.,90,63,661,829,3.2,1.36,5-7 4-6 1-6
US Open,9/4/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Carreno Busta P.,Berankis R.,Carreno Busta P.,27,65,1500,809,1.33,3.4,6-4 6-3 6-2
US Open,9/4/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Fritz T.,Shapovalov D.,Shapovalov D.,25,17,1545,2075,2.5,1.53,6-3 3-6 6-4 6-7 2-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Mannarino A.,Zverev A.,7,39,3630,1191,1.14,5.5,6-7 6-4 6-2 6-2
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Struff J.L.,Djokovic N.,Djokovic N.,29,1,1405,10860,11,1.05,3-6 3-6 1-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Coric B.,Tsitsipas S.,Coric B.,32,6,1355,5095,6.5,1.11,6-7 6-4 4-6 7-5 7-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Caruso S.,Rublev A.,Rublev A.,100,14,623,2234,9,1.07,0-6 4-6 0-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Wolf J.J.,Medvedev D.,5,138,5890,402,1.06,10,6-3 6-3 6-2
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista Agut R.,Pospisil V.,Pospisil V.,11,94,2540,642,1.36,3.2,5-7 6-2 6-4 3-6 2-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Khachanov K.,De Minaur A.,28,16,1485,2120,1.57,2.37,6-4 0-6 4-6 6-3 6-1
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Ruud C.,Berrettini M.,Berrettini M.,37,8,1279,2940,5.5,1.14,4-6 4-6 2-6
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Auger-Aliassime F.,Moutet C.,Auger-Aliassime F.,21,77,1806,722,1.2,4.5,6-1 6-0 6-4
US Open,9/5/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Fucsovics M.,Tiafoe F.,Tiafoe F.,66,82,787,700,1.57,2.37,2-6 3-6 2-6
US Open,9/6/2020,Grand Slam,Outdoor,Hard,3rd Round,5,Thiem D.,Cilic M.,Thiem D.,3,38,7135,1225,1.25,4,6-2 6-2 3-6 6-3
US Open,9/6/2020,Grand Slam,Outdoor,Hard,4th Round,5,Davidovich Fokina A.,Zverev A.,Zverev A.,99,7,627,3630,6.5,1.11,2-6 2-6 1-6
US Open,9/7/2020,Grand Slam,Outdoor,Hard,4th Round,5,Coric B.,Thompson J.,Coric B.,32,63,1355,829,1.5,2.62,7-5 6-1 6-3
US Open,9/7/2020,Grand Slam,Outdoor,Hard,4th Round,5,Goffin D.,Shapovalov D.,Shapovalov D.,10,17,2555,2075,1.72,2.1,7-6 3-6 4-6 3-6
US Open,9/7/2020,Grand Slam,Outdoor,Hard,4th Round,5,De Minaur A.,Pospisil V.,De Minaur A.,28,94,1485,642,1.44,2.75,7-6 6-3 6-2
US Open,9/7/2020,Grand Slam,Outdoor,Hard,4th Round,5,Auger-Aliassime F.,Thiem D.,Thiem D.,21,3,1806,7135,3,1.4,6-7 1-6 1-6
US Open,9/8/2020,Grand Slam,Outdoor,Hard,4th Round,5,Rublev A.,Berrettini M.,Rublev A.,14,8,2234,2940,2,1.8,4-6 6-3 6-3 6-3
US Open,9/8/2020,Grand Slam,Outdoor,Hard,4th Round,5,Tiafoe F.,Medvedev D.,Medvedev D.,82,5,700,5890,6,1.12,4-6 1-6 0-6
US Open,9/8/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Zverev A.,Coric B.,Zverev A.,7,32,3630,1355,1.36,3.2,1-6 7-6 7-6 6-3
US Open,9/9/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Shapovalov D.,Carreno Busta P.,Carreno Busta P.,17,27,2075,1500,1.66,2.2,6-3 6-7 6-7 6-0 3-6
US Open,9/9/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Rublev A.,Medvedev D.,5,14,5890,2234,1.25,4,7-6 6-3 7-6
US Open,9/10/2020,Grand Slam,Outdoor,Hard,Quarterfinals,5,De Minaur A.,Thiem D.,Thiem D.,28,3,1485,7135,5,1.16,1-6 2-6 4-6
US Open,9/11/2020,Grand Slam,Outdoor,Hard,Semifinals,5,Zverev A.,Carreno Busta P.,Zverev A.,7,27,3630,1500,1.36,3.2,3-6 2-6 6-3 6-4 6-3
US Open,9/12/2020,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Thiem D.,Thiem D.,5,3,5890,7135,1.8,2,2-6 6-7 6-7
US Open,9/13/2020,Grand Slam,Outdoor,Hard,The Final,5,Thiem D.,Zverev A.,Thiem D.,3,7,7135,3630,1.25,4,2-6 4-6 6-4 6-3 7-6
Internazionali BNL d'Italia,9/14/2020,Masters 1000,Outdoor,Clay,1st Round,3,Auger-Aliassime F.,Krajinovic F.,Krajinovic F.,20,29,1976,1583,2.37,1.53,4-6 5-7
Internazionali BNL d'Italia,9/14/2020,Masters 1000,Outdoor,Clay,1st Round,3,Ruud C.,Khachanov K.,Ruud C.,34,16,1359,2200,1.9,1.9,6-3 3-6 6-1
